PATTERN;SEQ;ALL_TIME;TAB_TIME
10000;522000000;3,642;0
10000;522500000;3,743;0
10000;523000000;9,51;0
10000;523500000;3,77;0
10000;524000000;3,706;0
10000;524500000;3,713;0
10000;525000000;9,474;0
10000;525500000;3,878;0,001
10000;526000000;3,709;0
10000;526500000;3,73;0
10000;527000000;3,678;0
10000;527500000;3,688;0,001
10000;528000000;3,761;0
10000;528500000;3,799;0
10000;529000000;3,763;0
10000;529500000;3,767;0
10000;530000000;3,747;0,001
10000;530500000;3,776;0
10000;531000000;3,8;0
10000;531500000;3,771;0
10000;532000000;3,758;0
10000;532500000;3,779;0
10000;533000000;3,84;0
10000;533500000;10,52;0
10000;534000000;10,04;0,001
10000;534500000;3,831;0
10000;535000000;3,781;0
10000;535500000;3,781;0
10000;536000000;3,83;0
10000;536500000;3,821;0
10000;537000000;3,746;0
10000;537500000;9,407;0
10000;538000000;3,847;0
10000;538500000;3,813;0
10000;539000000;3,794;0
10000;539500000;9,805;0
10000;540000000;3,951;0
10000;540500000;3,904;0
10000;541000000;3,898;0
10000;541500000;3,887;0
10000;542000000;9,82;0
10000;542500000;3,991;0
10000;543000000;3,987;0
10000;543500000;3,816;0
10000;544000000;9,658;0
10000;544500000;3,991;0
10000;545000000;3,858;0
10000;545500000;9,736;0
10000;546000000;9,829;0
10000;546500000;10,008;0,001
10000;547000000;9,692;0
10000;547500000;3,972;0
10000;548000000;3,924;0,001
10000;548500000;3,922;0,001
10000;549000000;3,89;0
10000;549500000;3,945;0
10000;550000000;10,331;0,001
10000;550500000;10,718;0
10000;551000000;4,168;0
10000;551500000;4,242;0
10000;552000000;3,936;0
10000;552500000;3,987;0
10000;553000000;10,847;0
10000;553500000;11,353;0
10000;554000000;10,959;0
10000;554500000;10,69;0
10000;555000000;4,308;0
10000;555500000;4,143;0
10000;556000000;4,049;0
10000;556500000;4,101;0,001
10000;557000000;11,378;0
10000;557500000;10,729;0,001
10000;558000000;4,588;0
10000;558500000;10,459;0,001
10000;559000000;3,949;0
10000;559500000;3,989;0
10000;560000000;3,96;0
10000;560500000;4,001;0,001
10000;561000000;4,135;0
10000;561500000;10,445;0
10000;562000000;4,105;0
10000;562500000;4,389;0
10000;563000000;3,971;0,001
10000;563500000;4,033;0
10000;564000000;3,973;0
10000;564500000;4,01;0
10000;565000000;11,977;0
10000;565500000;4,465;0
10000;566000000;11,173;0
10000;566500000;11,516;0
10000;567000000;4,055;0
10000;567500000;3,94;0,001
10000;568000000;10,274;0
10000;568500000;10,298;0
10000;569000000;4,119;0
10000;569500000;4,072;0
10000;570000000;4,109;0
10000;570500000;4,038;0
10000;571000000;4,111;0
10000;571500000;4,03;0
10000;572000000;4,003;0
10000;572500000;10,484;0
10000;573000000;4,009;0,001
10000;573500000;4,013;0
10000;574000000;4,026;0
10000;574500000;4,072;0
10000;575000000;3,999;0,001
10000;575500000;4,034;0
10000;576000000;11,107;0
10000;576500000;10,421;0,001
10000;577000000;9,995;0
10000;577500000;9,998;0
10000;578000000;10,206;0
10000;578500000;4,236;0
10000;579000000;10,143;0
10000;579500000;4,095;0
10000;580000000;4,129;0
10000;580500000;4,107;0
10000;581000000;4,017;0
10000;581500000;10,36;0
10000;582000000;4,082;0
10000;582500000;4,12;0
10000;583000000;4,156;0
10000;583500000;10,8;0
10000;584000000;4,92;0
10000;584500000;4,384;0
10000;585000000;4,189;0
10000;585500000;4,085;0,001
10000;586000000;4,133;0
10000;586500000;4,148;0
10000;587000000;11,35;0
10000;587500000;11,342;0
